Algorithm,Operation,Iterations,Total time (s),Time (us): mean,pop. stdev,High-prec time (ns): mean,pop. stdev.1
SPHINCS+-Haraka-128f-robust,verify,134.6,3.013666666666667,22403.369133333337,15.689933333333334,22403253.2,15677.0
SPHINCS+-Haraka-128f-simple,keypair,369.0,3.0053333333333336,8144.7172,8.772999999999998,8144600.6,8760.2
SPHINCS+-Haraka-128f-simple,sign,15.0,3.0886666666666667,205902.7422,239.18520000000004,205902611.4,239242.13333333333
SPHINCS+-Haraka-128f-simple,verify,243.66666666666666,3.0080000000000005,12347.141133333333,10.678133333333335,12347019.133333333,10661.6
SPHINCS+-Haraka-128s-robust,keypair,4.0,3.648133333333334,912029.2,239.79913333333332,912028987.7333333,239827.46666666667
SPHINCS+-Haraka-128s-robust,sign,1.0,7.137933333333335,7137903.333333333,0.0,7137903138.133333,0.0
SPHINCS+-Haraka-128s-robust,verify,359.06666666666666,3.004733333333334,8376.7752,9.576266666666667,8376646.066666666,9565.466666666667
SPHINCS+-Haraka-128s-simple,keypair,6.0,3.0935333333333337,515597.25546666665,86.71980000000002,515597218.1333333,86753.26666666666
SPHINCS+-Haraka-128s-simple,sign,1.0,4.0914,4091586.7333333334,0.0,4091586696.5333333,0.0
SPHINCS+-Haraka-128s-simple,verify,640.5333333333333,3.002533333333333,4688.2414,5.4796,4688132.266666667,5462.733333333334
SPHINCS+-Haraka-192f-robust,keypair,143.0,3.019666666666667,21116.606933333333,17.9992,21116480.6,17996.866666666665
SPHINCS+-Haraka-192f-robust,sign,5.0,3.0714,614268.3466666666,453.4206666666667,614268122.4,453347.06666666665
SPHINCS+-Haraka-192f-robust,verify,90.46666666666667,3.0140000000000007,33322.403999999995,23.699400000000004,33322284.533333335,23711.666666666668
SPHINCS+-Haraka-192f-simple,keypair,251.0,3.01,11992.052133333333,15.351133333333335,11991923.466666667,15337.4
SPHINCS+-Haraka-192f-simple,sign,9.0,3.1371999999999995,348572.70366666664,273.457,348572480.4,273487.2
SPHINCS+-Haraka-192f-simple,verify,164.13333333333333,3.0085333333333333,18333.631666666664,14.29833333333333,18333495.266666666,14293.2
SPHINCS+-Haraka-192s-robust,keypair,3.0,4.040533333333332,1346842.7333999998,418.6802666666666,1346842663.8,418663.4
SPHINCS+-Haraka-192s-robust,sign,1.0,13.5292,13529132.133333333,0.0,13529131861.333334,0.0
SPHINCS+-Haraka-192s-robust,verify,235.46666666666667,3.0054000000000003,12766.354,12.3902,12766231.133333333,12382.266666666666
SPHINCS+-Haraka-192s-simple,keypair,4.0,3.046,761505.9166666666,149.67646666666664,761505740.8,149582.06666666668
SPHINCS+-Haraka-192s-simple,sign,1.0,7.674400000000002,7674399.133333334,0.0,7674398856.533334,0.0
SPHINCS+-Haraka-192s-simple,verify,432.93333333333334,3.0042,6941.670733333333,7.333866666666667,6941554.0,7334.666666666667
SPHINCS+-Haraka-256f-robust,keypair,54.0,3.0348,56199.434466666666,44.851866666666666,56199323.333333336,44845.13333333333
SPHINCS+-Haraka-256f-robust,sign,3.0,3.8260666666666667,1275363.0222666666,392.6165333333333,1275362901.3333333,392720.5333333333
SPHINCS+-Haraka-256f-robust,verify,84.53333333333333,3.0188,35716.23586666667,22.682466666666663,35716109.2,22668.866666666665
SPHINCS+-Haraka-256f-simple,keypair,94.33333333333333,3.0115333333333334,31924.169533333337,72.09739999999998,31924051.8,72098.86666666667
SPHINCS+-Haraka-256f-simple,sign,5.0,3.6847333333333334,736942.9466666668,529.6615333333334,736942745.6666666,529650.3333333334
SPHINCS+-Haraka-256f-simple,verify,152.66666666666666,3.0116,19729.2968,48.79726666666667,19729188.0,48785.26666666667
SPHINCS+-Haraka-256s-robust,keypair,4.0,3.5918666666666663,897959.9,207.3363333333333,897959709.8666667,207271.6
SPHINCS+-Haraka-256s-robust,sign,1.0,13.090866666666669,13090873.2,0.0,13090872900.266666,0.0
SPHINCS+-Haraka-256s-robust,verify,158.06666666666666,3.009266666666667,19043.803066666664,17.625400000000006,19043695.066666666,17614.866666666665
SPHINCS+-Haraka-256s-simple,keypair,6.0,3.0488,508125.21099999995,269.18193333333335,508125027.53333336,269115.3333333333
SPHINCS+-Haraka-256s-simple,sign,1.0,7.688733333333331,7688724.4,0.0,7688724326.4,0.0
SPHINCS+-Haraka-256s-simple,verify,282.46666666666664,3.0054666666666674,10643.338533333332,13.446066666666667,10643231.2,13432.933333333332
SPHINCS+-SHA256-128f-robust,keypair,310.4,3.0054666666666665,9683.425133333334,78.00833333333334,9683304.533333333,78011.8
SPHINCS+-SHA256-128f-robust,sign,13.0,3.0491333333333333,234545.43593333327,502.18133333333327,234545264.86666667,502166.93333333335
SPHINCS+-SHA256-128f-robust,verify,215.46666666666667,3.006133333333333,13961.8882,13.7254,13961759.933333334,13722.933333333332
SPHINCS+-SHA256-128f-simple,keypair,572.9333333333333,3.004666666666667,5244.352,6.767999999999999,5244228.8,6757.2
SPHINCS+-SHA256-128f-simple,sign,24.0,3.1150666666666664,129788.62779999997,243.94793333333334,129788469.4,243921.8
SPHINCS+-SHA256-128f-simple,verify,410.6666666666667,3.002866666666667,7316.159466666667,11.18393333333333,7316022.133333334,11170.933333333332
SPHINCS+-SHA256-128s-robust,keypair,5.0,3.0572,611414.0400000002,265.7652,611413882.9333333,265748.86666666664
SPHINCS+-SHA256-128s-robust,sign,1.0,4.594266666666667,4594317.533333333,0.0,4594317431.466666,0.0
SPHINCS+-SHA256-128s-robust,verify,637.0666666666667,3.002533333333333,4719.2261333333345,6.690799999999999,4719074.2,6678.933333333333
SPHINCS+-SHA256-128s-simple,keypair,9.0,3.012,334671.8368666667,116.01199999999999,334671650.1333333,115977.73333333334
SPHINCS+-SHA256-128s-simple,sign,2.0,5.088066666666666,2544009.1,645.8333333333334,2544008832.0,645845.3333333334
SPHINCS+-SHA256-128s-simple,verify,1203.5333333333333,3.0013333333333336,2497.6298666666667,6.1605333333333325,2497509.2666666666,6140.666666666667
SPHINCS+-SHA256-192f-robust,keypair,213.93333333333334,3.008733333333333,14063.794133333335,23.358333333333334,14063655.533333333,23343.0
SPHINCS+-SHA256-192f-robust,sign,8.0,3.098133333333334,387284.11666666664,349.46106666666674,387283899.73333335,349398.4
SPHINCS+-SHA256-192f-robust,verify,144.26666666666668,3.0094,20862.827733333328,30.642466666666664,20862681.666666668,30627.866666666665
SPHINCS+-SHA256-192f-simple,keypair,388.3333333333333,3.005733333333333,7740.228133333333,20.9648,7740088.133333334,20953.866666666665
SPHINCS+-SHA256-192f-simple,sign,14.933333333333334,3.1697333333333333,212265.81846666668,198.99773333333334,212265654.26666668,198971.33333333334
SPHINCS+-SHA256-192f-simple,verify,276.6,3.0054666666666665,10867.269133333333,10.130066666666666,10867114.8,10126.4
SPHINCS+-SHA256-192s-robust,keypair,4.0,3.592933333333334,898257.7,763.3012666666667,898257591.4666667,763336.6
SPHINCS+-SHA256-192s-robust,sign,1.0,8.225933333333332,8225904.0,0.0,8225903906.133333,0.0
SPHINCS+-SHA256-192s-robust,verify,403.93333333333334,3.0035333333333343,7441.0635999999995,7.689866666666666,7440933.2,7672.2
SPHINCS+-SHA256-192s-simple,keypair,7.0,3.4645333333333332,494936.7142666666,75.97273333333332,494936595.6,75972.4
SPHINCS+-SHA256-192s-simple,sign,1.0,4.585333333333334,4585454.066666666,0.0,4585453841.066667,0.0
SPHINCS+-SHA256-192s-simple,verify,782.2666666666667,3.001933333333333,3840.007866666667,13.964400000000003,3839871.8666666667,13958.533333333333
SPHINCS+-SHA256-256f-robust,keypair,65.93333333333334,3.0045333333333337,45570.40813333333,35.01853333333334,45570271.8,35012.933333333334
SPHINCS+-SHA256-256f-robust,sign,4.0,3.7934666666666668,948339.7,605.0014666666667,948339490.1333333,604911.0
SPHINCS+-SHA256-256f-robust,verify,113.86666666666666,3.0096000000000003,26437.145733333335,19.689666666666668,26436992.2,19687.6
SPHINCS+-SHA256-256f-simple,keypair,148.13333333333333,3.013466666666667,20344.52066666667,76.52293333333333,20344381.6,76518.8
SPHINCS+-SHA256-256f-simple,sign,7.933333333333334,3.3741333333333334,425361.2095333334,232.51579999999998,425361045.3333333,232460.33333333334
SPHINCS+-SHA256-256f-simple,verify,272.53333333333336,3.0068,11035.9352,11.778266666666665,11035789.8,11774.666666666666
SPHINCS+-SHA256-256s-robust,keypair,4.0,3.0101999999999993,752585.85,211.06,752585710.9333333,211098.66666666666
SPHINCS+-SHA256-256s-robust,sign,1.0,9.083000000000002,9082940.466666667,0.0,9082940160.0,0.0
SPHINCS+-SHA256-256s-robust,verify,219.13333333333333,3.0067333333333335,13724.381666666666,22.552000000000003,13724229.066666666,22557.866666666665
SPHINCS+-SHA256-256s-simple,keypair,10.0,3.234733333333333,323474.1666666667,522.1071333333333,323473995.0,522059.06666666665
SPHINCS+-SHA256-256s-simple,sign,1.0,3.9980000000000007,3997991.6666666665,0.0,3997991526.4,0.0
SPHINCS+-SHA256-256s-simple,verify,544.8,3.0022666666666664,5513.996666666668,8.391133333333332,5513864.666666667,8375.466666666667
SPHINCS+-SHAKE256-128f-robust,keypair,221.06666666666666,3.010733333333334,13621.467133333332,80.39886666666666,13621270.933333334,80400.53333333334
SPHINCS+-SHAKE256-128f-robust,sign,9.0,3.020333333333333,335592.23699999996,535.0337999999999,335592053.6,535087.5333333333
SPHINCS+-SHAKE256-128f-robust,verify,155.2,3.011666666666667,19411.781533333335,79.539,19411586.6,79546.8
SPHINCS+-SHAKE256-128f-simple,keypair,400.0,3.0020000000000002,7505.005799999998,31.749533333333336,7504849.4,31749.6
SPHINCS+-SHAKE256-128f-simple,sign,17.0,3.1611999999999996,185955.06286666667,234.15540000000004,185954898.33333334,234140.66666666666
SPHINCS+-SHAKE256-128f-simple,verify,279.73333333333335,3.0059333333333336,10755.837866666667,35.48553333333333,10755687.066666666,35481.666666666664
SPHINCS+-SHAKE256-128s-robust,keypair,4.0,3.6331999999999995,908331.8166666667,313.5884,908331763.2,313454.13333333336
SPHINCS+-SHAKE256-128s-robust,sign,1.0,6.835933333333333,6835887.066666666,0.0,6835886762.666667,0.0
SPHINCS+-SHAKE256-128s-robust,verify,436.6666666666667,3.002666666666667,6888.359533333332,10.575999999999999,6888202.8,10571.6
SPHINCS+-SHAKE256-128s-simple,keypair,7.0,3.3333333333333335,476174.8666666666,95.64273333333334,476174582.26666665,95623.6
SPHINCS+-SHAKE256-128s-simple,sign,1.0,3.6248000000000005,3624787.8666666667,0.0,3624787336.5333333,0.0
SPHINCS+-SHAKE256-128s-simple,verify,865.4666666666667,3.0018666666666665,3474.110133333333,27.465866666666667,3473966.6666666665,27460.533333333333
SPHINCS+-SHAKE256-192f-robust,keypair,143.06666666666666,3.0120666666666667,21053.3728,90.33033333333333,21053224.266666666,90360.6
SPHINCS+-SHAKE256-192f-robust,sign,6.0,3.3609999999999998,560152.6666666666,632.9573999999999,560152362.6,632997.4666666667
SPHINCS+-SHAKE256-192f-robust,verify,99.53333333333333,3.0133333333333336,30280.268066666667,83.18266666666666,30280113.4,83168.06666666667
SPHINCS+-SHAKE256-192f-simple,keypair,274.2,3.0043333333333333,10956.891533333333,50.09773333333333,10956743.866666667,50082.86666666667
SPHINCS+-SHAKE256-192f-simple,sign,10.066666666666666,3.020733333333333,300078.29633333336,239.63306666666668,300078094.0,239634.0
SPHINCS+-SHAKE256-192f-simple,verify,198.33333333333334,3.0069333333333335,15164.612933333334,55.313,15164462.2,55306.933333333334
SPHINCS+-SHAKE256-192s-robust,keypair,3.0,3.8867333333333334,1295621.7999333334,511.85346666666663,1295621649.0666666,511937.13333333336
SPHINCS+-SHAKE256-192s-robust,sign,1.0,11.320866666666667,11320936.466666667,0.0,11320936192.0,0.0
SPHINCS+-SHAKE256-192s-robust,verify,305.06666666666666,3.004266666666667,9855.611999999997,55.230599999999995,9855469.666666666,55223.6
SPHINCS+-SHAKE256-192s-simple,keypair,5.0,3.5967333333333333,719378.7999999999,497.9729999999999,719378534.4,497887.93333333335
SPHINCS+-SHAKE256-192s-simple,sign,1.0,6.454,6453971.066666666,0.0,6453970773.333333,0.0
SPHINCS+-SHAKE256-192s-simple,verify,572.5333333333333,3.0028000000000006,5248.056066666668,25.398866666666674,5247892.8,25396.0
SPHINCS+-SHAKE256-256f-robust,keypair,56.93333333333333,3.0400666666666667,53397.3652,68.69913333333332,53397207.4,68693.53333333334
SPHINCS+-SHAKE256-256f-robust,sign,3.0,3.242066666666667,1080682.8444666667,506.9978666666667,1080682513.1333334,506993.8
SPHINCS+-SHAKE256-256f-robust,verify,102.73333333333333,3.0125333333333333,29327.78486666667,110.86846666666663,29327627.333333332,110864.46666666666
SPHINCS+-SHAKE256-256f-simple,keypair,105.6,3.0185333333333326,28586.1548,35.2174,28585983.933333334,35208.933333333334
SPHINCS+-SHAKE256-256f-simple,sign,6.0,3.5504000000000007,591735.7000666668,248.51793333333333,591735520.8,248531.13333333333
SPHINCS+-SHAKE256-256f-simple,verify,197.66666666666666,3.0082666666666666,15223.860066666666,10.411400000000004,15223691.866666667,10395.066666666668
SPHINCS+-SHAKE256-256s-robust,keypair,4.0,3.5270000000000006,881747.9666666667,272.4396666666667,881747835.7333333,272510.0
SPHINCS+-SHAKE256-256s-robust,sign,1.0,10.091133333333335,10091122.8,0.0,10091122585.6,0.0
SPHINCS+-SHAKE256-256s-robust,verify,200.93333333333334,3.009533333333333,14985.195466666666,47.02046666666666,14985039.266666668,47025.066666666666
SPHINCS+-SHAKE256-256s-simple,keypair,7.0,3.2736666666666667,467674.82859999995,332.2358,467674736.1333333,332279.4
SPHINCS+-SHAKE256-256s-simple,sign,1.0,5.605666666666666,5605648.8,0.0,5605648674.133333,0.0
SPHINCS+-SHAKE256-256s-simple,verify,388.53333333333336,3.0034666666666667,7734.346933333334,13.9838,7734195.866666666,13970.0
