Algorithm,Operation,Iterations,Total time (s),Time (us): mean,pop. stdev,High-prec time (ns): mean,pop. stdev.1
SPHINCS+-SHA256-192s-simple,verify,766.8666666666667,3.002066666666667,3915.984466666667,13.181133333333333,3915848.8666666667,13175.8
SPHINCS+-SHA256-256f-robust,keypair,64.13333333333334,3.0143999999999997,47002.99880000001,90.82933333333334,47002878.13333333,90829.6
SPHINCS+-SHA256-256f-robust,sign,4.0,3.8988,974701.0333333333,1062.9418666666666,974700932.2666667,1062925.4666666666
SPHINCS+-SHA256-256f-robust,verify,111.93333333333334,3.0129333333333337,26925.206400000006,38.666799999999995,26925099.666666668,38663.46666666667
SPHINCS+-SHA256-256f-simple,keypair,146.0,3.0125333333333333,20633.8406,43.724466666666665,20633707.666666668,43734.333333333336
SPHINCS+-SHA256-256f-simple,sign,7.0,3.0698000000000003,438538.5905333333,170.3936,438538527.73333335,170356.73333333334
SPHINCS+-SHA256-256f-simple,verify,264.06666666666666,3.0048,11382.671533333334,22.286799999999996,11382545.2,22276.666666666668
SPHINCS+-SHA256-256s-robust,keypair,5.0,3.6901333333333333,737998.2933333332,1050.010266666667,737998090.2,1050041.9333333333
SPHINCS+-SHA256-256s-robust,sign,1.0,9.000200000000001,9000258.8,0.0,9000258713.6,0.0
SPHINCS+-SHA256-256s-robust,verify,220.4,3.007866666666667,13653.007933333334,31.26186666666667,13652879.2,31263.266666666666
SPHINCS+-SHA256-256s-simple,keypair,10.0,3.312666666666667,331260.05333333346,39.35986666666667,331259956.93333334,39372.333333333336
SPHINCS+-SHA256-256s-simple,sign,1.0,4.114333333333333,4114373.2666666666,0.0,4114373188.266667,0.0
SPHINCS+-SHA256-256s-simple,verify,534.2666666666667,3.002533333333333,5622.3098666666665,14.11833333333333,5622183.2,14103.2
SPHINCS+-SHAKE256-128f-robust,keypair,215.0,3.006333333333333,13983.1694,6.124133333333334,13983031.333333334,6107.6
SPHINCS+-SHAKE256-128f-robust,sign,9.0,3.0902,343340.8741333334,414.13680000000005,343340754.46666664,414133.8
SPHINCS+-SHAKE256-128f-robust,verify,150.46666666666667,3.0078,19995.820933333333,8.216666666666667,19995692.866666667,8203.066666666668
SPHINCS+-SHAKE256-128f-simple,keypair,407.8666666666667,3.0032,7363.154866666667,14.820533333333337,7363021.4,14820.333333333334
SPHINCS+-SHAKE256-128f-simple,sign,17.0,3.0702,180597.51366666664,306.21866666666665,180597331.4,306241.06666666665
SPHINCS+-SHAKE256-128f-simple,verify,294.6,3.0048666666666666,10205.944933333334,8.163466666666666,10205822.6,8165.733333333334
SPHINCS+-SHAKE256-128s-robust,keypair,4.0,3.515933333333334,878974.8166666667,122.97420000000002,878974656.0,123006.86666666667
SPHINCS+-SHAKE256-128s-robust,sign,1.0,6.6164,6616390.8,0.0,6616390690.133333,0.0
SPHINCS+-SHAKE256-128s-robust,verify,450.93333333333334,3.003199999999999,6665.863466666666,33.90033333333333,6665738.933333334,33907.666666666664
SPHINCS+-SHAKE256-128s-simple,keypair,7.0,3.2844,469187.9048666666,143.06833333333333,469187735.2,143061.53333333333
SPHINCS+-SHAKE256-128s-simple,sign,1.0,3.5702000000000007,3570170.6,0.0,3570170402.133333,0.0
SPHINCS+-SHAKE256-128s-simple,verify,872.8666666666667,3.0013999999999994,3440.1773333333326,9.009133333333331,3440053.466666667,8994.666666666666
SPHINCS+-SHAKE256-192f-robust,keypair,142.6,3.0114666666666663,21118.024400000002,24.956666666666667,21117891.733333334,24944.4
SPHINCS+-SHAKE256-192f-robust,sign,6.0,3.383666666666667,563955.0111333334,396.3694666666667,563954864.4666667,396393.2
SPHINCS+-SHAKE256-192f-robust,verify,100.53333333333333,3.0128666666666666,29976.208400000003,53.77093333333334,29976079.466666665,53787.6
SPHINCS+-SHAKE256-192f-simple,keypair,278.0,3.008333333333333,10821.614066666667,5.460133333333332,10821479.0,5441.266666666666
SPHINCS+-SHAKE256-192f-simple,sign,11.0,3.2666,296965.9817333333,240.83566666666667,296965810.26666665,240824.13333333333
SPHINCS+-SHAKE256-192f-simple,verify,206.13333333333333,3.0071999999999997,14592.1326,27.80886666666667,14592001.066666666,27807.4
SPHINCS+-SHAKE256-192s-robust,keypair,3.0,3.858133333333334,1286024.0222666666,248.5934,1286023918.9333334,248488.0
SPHINCS+-SHAKE256-192s-robust,sign,1.0,11.238266666666666,11238326.4,0.0,11238326152.533333,0.0
SPHINCS+-SHAKE256-192s-robust,verify,307.3333333333333,3.0049333333333337,9780.558066666668,18.1802,9780432.333333334,18173.4
SPHINCS+-SHAKE256-192s-simple,keypair,5.0,3.5722,714442.8133333332,207.81973333333332,714442663.3333334,207810.66666666666
SPHINCS+-SHAKE256-192s-simple,sign,1.0,6.415933333333333,6415917.0,0.0,6415916697.6,0.0
SPHINCS+-SHAKE256-192s-simple,verify,570.6666666666666,3.0024,5263.713,14.7412,5263587.666666667,14736.533333333333
SPHINCS+-SHAKE256-256f-robust,keypair,54.0,3.0027333333333335,55604.54193333332,369.9884666666666,55604013.53333333,369990.86666666664
SPHINCS+-SHAKE256-256f-robust,sign,3.0,3.3810000000000002,1126990.8889999997,611.6295333333334,1126989937.8,611528.3333333334
SPHINCS+-SHAKE256-256f-robust,verify,98.33333333333333,3.018466666666666,30706.1532,408.92833333333334,30705665.733333334,408921.3333333333
SPHINCS+-SHAKE256-256f-simple,keypair,101.0,3.0104666666666664,29805.87973333333,342.951,29805393.133333333,342955.13333333336
SPHINCS+-SHAKE256-256f-simple,sign,5.0,3.0821333333333336,616442.6,587.0109333333332,616441907.2,587079.7333333333
SPHINCS+-SHAKE256-256f-simple,verify,190.13333333333333,3.0094666666666665,15831.978066666667,313.09979999999996,15831508.466666667,313104.6666666667
SPHINCS+-SHAKE256-256s-robust,keypair,4.0,3.711733333333334,927942.2333333333,988.9531333333332,927941521.0666667,988965.0666666667
SPHINCS+-SHAKE256-256s-robust,sign,1.0,10.557733333333333,10557688.333333334,0.0,10557687432.533333,0.0
SPHINCS+-SHAKE256-256s-robust,verify,191.73333333333332,3.0065333333333326,15693.642666666665,407.2110666666667,15693166.133333333,407215.93333333335
SPHINCS+-SHAKE256-256s-simple,keypair,6.0,3.026066666666666,504374.1444666666,792.8866666666667,504373390.2,792864.6666666666
SPHINCS+-SHAKE256-256s-simple,sign,1.0,5.998133333333333,5998225.266666667,0.0,5998224520.533334,0.0
SPHINCS+-SHAKE256-256s-simple,verify,361.0,3.0045333333333337,8324.4002,631.9243333333333,8324028.133333334,631906.7333333333
